ModeIndex,StateIndex,Generator,Area,StateVariable,StateDescription,ModelName,RealPart,ImagPart,ParticipationMagnitude
1,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,7.818765207540477e-06,0.0,7.818765207540477e-06
5,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-2.1299532619969908e-07,6.836506056935224e-09,2.1310501354492514e-07
6,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-2.1299532619969908e-07,-6.836506056935224e-09,2.1310501354492514e-07
7,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-1.4018553355603912e-09,2.117305811121094e-09,2.5393271312783415e-09
8,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-1.4018553355603912e-09,-2.117305811121094e-09,2.5393271312783415e-09
9,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-2.572479588994169e-06,1.1370186780687607e-06,2.8125544812623345e-06
10,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-2.572479588994169e-06,-1.1370186780687607e-06,2.8125544812623345e-06
11,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,3.757494765968825e-05,5.742112705887188e-05,6.862260942531564e-05
12,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,3.757494765968825e-05,-5.742112705887188e-05,6.862260942531564e-05
13,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.002879502172584339,-0.0,0.002879502172584339
14,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.04242093238824849,-0.04719227087073358,0.06345585815844774
15,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.04242093238824849,0.04719227087073358,0.06345585815844774
19,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,3.77064177535414e-10,0.0,3.77064177535414e-10
20,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-1.31565799401361e-12,0.0,1.31565799401361e-12
21,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-2.9840373591325838e-06,-0.0,2.9840373591325838e-06
22,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.0005261154897445847,0.00012850855757172227,0.000541582826461797
23,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.0005261154897445847,-0.00012850855757172227,0.000541582826461797
24,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.0024457744476050923,-0.004979414149375755,0.00554764616027027
25,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.0024457744476050923,0.004979414149375755,0.00554764616027027
26,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.006893333200509456,0.0,0.006893333200509456
27,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.0023787592449736996,-0.005066333074155599,0.005596983684434927
28,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.0023787592449736996,0.005066333074155599,0.005596983684434927
29,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,1.4956086896782905e-05,-1.2334566356711247e-05,1.9386233839305514e-05
30,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,1.4956086896782905e-05,1.2334566356711247e-05,1.9386233839305514e-05
31,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,3.639896015328791e-05,-6.559699486756486e-05,7.501899783318871e-05
32,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,3.639896015328791e-05,6.559699486756486e-05,7.501899783318871e-05
33,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,2.761178141299894e-08,2.1091680248701054e-07,2.1271649687822487e-07
34,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,2.761178141299894e-08,-2.1091680248701054e-07,2.1271649687822487e-07
35,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.24631405886140437,0.09817789028577079,0.2651594119275124
36,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.24631405886140437,-0.09817789028577079,0.2651594119275124
37,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.08168929220371697,-0.015536045696803898,0.08315352774619628
38,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.08168929220371697,0.015536045696803898,0.08315352774619628
39,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.9999999999999999,0.0,0.9999999999999999
40,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.9999999999999999,0.0,0.9999999999999999
41,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,4.499805032076015e-05,0.00032779579311739975,0.00033086992386455253
42,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,4.499805032076015e-05,-0.00032779579311739975,0.00033086992386455253
43,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.006033478912854508,0.00048619411976174085,0.0060530366357681095
44,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.006033478912854508,-0.00048619411976174085,0.0060530366357681095
45,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.032668934707046356,0.018124889225559333,0.03736001745626004
46,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.032668934707046356,-0.018124889225559333,0.03736001745626004
47,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.05960818723345,0.022676394930687502,0.06377581730021609
48,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.05960818723345,-0.022676394930687502,0.06377581730021609
49,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.0029013478145794376,0.0027072911508093885,0.00396827979311133
50,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.0029013478145794376,-0.0027072911508093885,0.00396827979311133
51,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.0005136251740182329,-0.0,0.0005136251740182329
52,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,4.030286570349091e-15,0.0,4.030286570349091e-15
53,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-1.3906271601532388e-13,0.0,1.3906271601532388e-13
54,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-3.6670448218351355e-15,-0.0,3.6670448218351355e-15
55,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-1.0381712215137898e-15,-0.0,1.0381712215137898e-15
56,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,5.261024735571019e-14,0.0,5.261024735571019e-14
57,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.0010768701927830124,0.0,0.0010768701927830124
58,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.0006389859807080486,0.0,0.0006389859807080486
59,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.0001227123338120678,0.0,0.0001227123338120678
60,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.0002841182195707707,-6.85969164778454e-05,0.00029228188387639284
61,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.0002841182195707707,6.85969164778454e-05,0.00029228188387639284
62,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,9.504183256848321e-06,0.0,9.504183256848321e-06
63,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.00011668313402424443,-0.0,0.00011668313402424443
64,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.03215474130867169,-0.0,0.03215474130867169
65,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.0015903948278693156,0.001612905856983102,0.0022651315661576625
66,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.0015903948278693156,-0.001612905856983102,0.0022651315661576625
67,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.0066844904209202825,0.0,0.0066844904209202825
68,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.00043369766101117324,6.437568894011411e-05,0.00043844941611670196
69,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.00043369766101117324,-6.437568894011411e-05,0.00043844941611670196
70,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.0022513191211930837,0.0009022658613391292,0.002425390993218957
71,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.0022513191211930837,-0.0009022658613391292,0.002425390993218957
72,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.003611672394440441,-0.0008816110997712622,0.0037177164518025097
73,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.003611672394440441,0.0008816110997712622,0.0037177164518025097
74,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.0032017654762251063,0.0,0.0032017654762251063
75,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.023600790053899194,-0.014057820656721745,0.02747034060190699
76,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.023600790053899194,0.014057820656721745,0.02747034060190699
77,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,1.9274320140204296e-05,0.0,1.9274320140204296e-05
78,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,6.00225744985512e-06,0.0,6.00225744985512e-06
79,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,2.2011457912471172e-07,0.0,2.2011457912471172e-07
81,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-3.9687974449240435e-15,0.0,3.9687974449240435e-15
85,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,6.132859906590932e-16,0.0,6.132859906590932e-16
89,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-1.52542197020747e-16,-0.0,1.52542197020747e-16
90,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,1.7177956112630106e-14,0.0,1.7177956112630106e-14
91,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.002325395324114923,0.0,0.002325395324114923
92,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.00019137557835526226,-0.0,0.00019137557835526226
93,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.002287793593079387,0.0,0.002287793593079387
94,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.0017687025963419587,0.00445040170801562,0.004788985721112053
95,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.0017687025963419587,-0.00445040170801562,0.004788985721112053
96,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.0002985631009607672,0.0,0.0002985631009607672
97,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.0012454616238618704,0.0,0.0012454616238618704
98,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.0004966672513029214,0.0,0.0004966672513029214
99,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.003057468135897365,0.0,0.003057468135897365
100,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.00035830335471837205,0.0,0.00035830335471837205
101,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.0001635138760655617,-0.0,0.0001635138760655617
102,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,1.3640159007022236e-06,-8.779981480928163e-07,1.6221652583577648e-06
103,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,1.3640159007022236e-06,8.779981480928163e-07,1.6221652583577648e-06
104,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.0001533201135271234,0.0005292138706854777,0.0005509758417007732
105,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.0001533201135271234,-0.0005292138706854777,0.0005509758417007732
106,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.0007339729053935095,0.0015581112306181251,0.0017223318010273507
107,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.0007339729053935095,-0.0015581112306181251,0.0017223318010273507
108,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-4.4052308456393136e-05,0.0,4.4052308456393136e-05
112,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-1.6548534178651174e-05,0.0,1.6548534178651174e-05
113,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-1.5102522092380539e-06,0.0,1.5102522092380539e-06
114,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-1.944729797467122e-05,-0.0,1.944729797467122e-05
115,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-2.0547070880815243e-06,0.0,2.0547070880815243e-06
116,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-5.885178328619282e-07,-0.0,5.885178328619282e-07
117,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-1.657405117002426e-06,-0.0,1.657405117002426e-06
118,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.00015571924849189619,0.0,0.00015571924849189619
119,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-4.3389501377280224e-06,-0.0,4.3389501377280224e-06
120,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,4.609693502865845e-06,0.0,4.609693502865845e-06
121,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-8.67822310920645e-05,0.0,8.67822310920645e-05
122,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,2.7401860806560983e-08,0.0,2.7401860806560983e-08
123,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-2.096743443059411e-05,-0.0,2.096743443059411e-05
124,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.00021894590513788357,0.0,0.00021894590513788357
125,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.00019337122473397304,0.0,0.00019337122473397304
126,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.0002733916248387597,0.0,0.0002733916248387597
127,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.0005933664234999156,0.0,0.0005933664234999156
128,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-5.8783843207000014e-05,0.0,5.8783843207000014e-05
129,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-1.6127562302735227e-05,0.0,1.6127562302735227e-05
130,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.00021083460873113423,-0.0,0.00021083460873113423
131,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,4.2261318964808536e-06,0.0,4.2261318964808536e-06
132,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.00734382155658966,0.04732599571049655,0.04789239590002748
133,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.00734382155658966,-0.04732599571049655,0.04789239590002748
134,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,6.439919218664822e-05,0.0,6.439919218664822e-05
135,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,1.4993384433774055e-05,0.0,1.4993384433774055e-05
136,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-3.709125195150385e-08,0.0,3.709125195150385e-08
140,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.0003127738397058912,0.0,0.0003127738397058912
141,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-4.068533234051422e-05,0.0,4.068533234051422e-05
142,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.0004092382572872314,-0.0,0.0004092382572872314
143,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,1.3444630722915028e-05,0.0,1.3444630722915028e-05
144,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,1.1297162978573695e-05,-0.0,1.1297162978573695e-05
145,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.003190478230565202,-0.0,0.003190478230565202
146,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.0016879313757646418,0.0013163986161381141,0.002140564795996855
147,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.0016879313757646418,-0.0013163986161381141,0.002140564795996855
148,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.0012289072987701846,-0.0006429583136132218,0.0013869421552519736
149,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.0012289072987701846,0.0006429583136132218,0.0013869421552519736
150,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.0004222999550521913,-0.0,0.0004222999550521913
151,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,3.237088168309756e-06,0.0,3.237088168309756e-06
152,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-3.5468915963077663e-06,0.0,3.5468915963077663e-06
153,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.0005892080965412012,-0.00020982625194932073,0.0006254544244281955
154,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.0005892080965412012,0.00020982625194932073,0.0006254544244281955
155,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-6.331195855360167e-06,-0.0,6.331195855360167e-06
156,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,3.1690117644116724e-08,0.0,3.1690117644116724e-08
157,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-7.123261529436616e-05,-0.0,7.123261529436616e-05
158,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,0.0002444525208150274,0.0,0.0002444525208150274
159,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-1.2880132429443038e-06,-9.80200069865349e-07,1.6185704467102869e-06
160,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-1.2880132429443038e-06,9.80200069865349e-07,1.6185704467102869e-06
161,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-0.00013418601946350116,0.0,0.00013418601946350116
162,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-3.535869499103181e-05,-0.0,3.535869499103181e-05
163,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-8.470904306581641e-05,-3.619104677353025e-05,9.211630606841654e-05
164,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-8.470904306581641e-05,3.619104677353025e-05,9.211630606841654e-05
165,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-7.40048698413858e-08,0.0,7.40048698413858e-08
166,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,4.181801320022026e-05,0.0,4.181801320022026e-05
170,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,-2.4579196269853888e-05,-0.0,2.4579196269853888e-05
171,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,5.4678037295692854e-05,0.0,5.4678037295692854e-05
172,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,3.656269976882313e-05,0.0,3.656269976882313e-05
173,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,1.5058915993546143e-07,0.0,1.5058915993546143e-07
174,158,g1,area_1,phi,Rotor position d-axis referred to the reference bus voltage,Grid\G 01.ElmSym,3.662557285941882e-08,0.0,3.662557285941882e-08
1,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,-5.834634973796527e-06,-0.0,5.834634973796527e-06
5,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,-2.1962228522721485e-07,1.608683542485558e-07,2.7223624954635076e-07
6,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,-2.1962228522721485e-07,-1.608683542485558e-07,2.7223624954635076e-07
7,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,-1.1842271228593804e-10,-4.1233709147124857e-10,4.290056127699577e-10
8,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,-1.1842271228593804e-10,4.1233709147124857e-10,4.290056127699577e-10
9,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,-4.017264687732229e-07,-2.7584326328366624e-07,4.873126938752829e-07
10,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,-4.017264687732229e-07,2.7584326328366624e-07,4.873126938752829e-07
11,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,9.745974195464771e-05,4.969615940934891e-06,9.758636372192026e-05
12,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,9.745974195464771e-05,-4.969615940934891e-06,9.758636372192026e-05
13,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,4.650905466919675e-06,0.0,4.650905466919675e-06
14,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,-0.0006000644645361444,0.0034646856790700956,0.0035162656635061664
15,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,-0.0006000644645361444,-0.0034646856790700956,0.0035162656635061664
19,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,-1.7253765843041005e-10,-0.0,1.7253765843041005e-10
20,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,-6.47380841294094e-13,0.0,6.47380841294094e-13
21,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,-5.248907552296252e-07,-0.0,5.248907552296252e-07
22,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,0.0018632686266825452,-0.00035735819224193884,0.0018972282026002787
23,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,0.0018632686266825452,0.00035735819224193884,0.0018972282026002787
24,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,0.002321077367037658,-0.0020095499680556654,0.0030701288601436573
25,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,0.002321077367037658,0.0020095499680556654,0.0030701288601436573
26,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,-1.1934214107405218e-05,0.0,1.1934214107405218e-05
27,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,0.02298153716102074,-0.018871889031784248,0.029737169433410367
28,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,0.02298153716102074,0.018871889031784248,0.029737169433410367
29,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,-3.2691673779972254e-07,-1.0704015324710124e-06,1.119211326859188e-06
30,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,-3.2691673779972254e-07,1.0704015324710124e-06,1.119211326859188e-06
31,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,1.9623125563357363e-07,9.629166775747347e-07,9.827081121264312e-07
32,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,1.9623125563357363e-07,-9.629166775747347e-07,9.827081121264312e-07
33,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,-7.130019046026796e-09,7.2188310340591285e-09,1.0146363540451331e-08
34,159,g2,area_2,psi1d,Flux in 1d-damper winding,Grid\G 02.ElmSym,-7.130019046026796e-09,-7.2188310340591285e-09,1.0146363540451331e-08
